row_id,source_system,reported_by,reported_by_tax_id,reported_by_country,declared_supplier,declared_supplier_tax_id,declared_supplier_country,relationship_type,last_updated,notes
1005,portal_v1,Meridian Fasteners Ltd.,GB212776106,GB,NORDIC FIBERS SAS,FR32114540305,France,logistics,2024-01-09,Contact information outdated
1006,portal_v1,Oakridge  Packaging  SAS ,FR69577944501,France,Meridian Yarns Sp z oo,PL8435722373,PL,finishing,2022-01-22,
1007,legacy_manual_import,EastfieldA lloys GmbH,DE413376973,Deutschland,"westport industries co., ltd.",,Vietnam,finishing,02-24-2025,
1008,legacy_manual_import,silverline chemicals sas,FR67254489366,France,oakridge group sp. z o.o.,,Poland,raw_material,01-07-2024,Backup supplier - low volume
1009,portal_v2,Southbay  Leather  B.V. ,NL63879-7541B81,Holland,"irongate ceramics co., ltd.",2309407591,VN,logistics,03/06/2022,Contrato renovado según acuerdo marco
1010,portal_v2,Summit Materials Inc.,91-9170792,United States,Rhine  Machinery  SARL ,,France,component,18/07/2025,Contact information outdated
1011,portal_v1,Anatolian  Machinery  A.Ş. ,3715490387,Turkey,Bluewater Dyeworks SAS,FR60253625246,FR,logistics,2024-07-06,"Data provided via phone, not verified"
1012,portal_v1,Andean Leather Pvt Ltd,02HCGCH6332A1Z5,India,Andean Assemblies .Sp.A.,IT3882-6320735,Italy,packaging,2022-07-24,Société certifiée ISO 9001
1013,portal_v2,anatolian metals sarl,FR62182564559,FR,Horzion Solutions Sp. z o.o.,PL4837332964,Poland,subcontracted_labor,07/05/2022,
1014,legacy_manual_import,SUMMIT LEATHER B.V.,NL516371548B32,Netherlands,vantage circuits s.p.a.,,Italy,subcontracted_labor,01-29-2023,segÃºn acuerdo
1015,portal_v2,Bluewater Manufacturing Srl,IT10862914220,Italy,"Northgate Polymers Co. ,Ltd.",0TNTW3356HT9DCDKZ7,China,component,25/12/2022,Backup supplier - low volume
1016,portal_v1,Meridian  Fasteners  Ltd. ,GB 212776106,United Kingdom,Meridian  Assemblies  Sp.  z  o.o. ,PL3793702943,PL,Raw Material,2025-05-15,Backup supplier - low volume
1017,portal_v2,baltic foundry b.v.,NL127387209B07,NL,"Vantage ChemicalsC o., Ltd.",848MM2UGJMKQ90BK6N,CN,logistics,28/05/2023,Duplicate of prior quarter submission
1018,legacy_manual_import,Rhine Tooilng AG,DE535425961,Germany,Alpine  Coatings  SARL ,,Morocco,logistics,08-05-2023,
1019,legacy_manual_import,"Meridian  Foundry  Co.,  Ltd. ",6936664761,VN,"Redstone  Plastics  Co.,  Ltd. ",,Vietnam,RAW_MATERIAL,11-27-2024,
1020,portal_v2,Northgate  Machinery  Ltd. ,GB144982519,UK,Oakridge  Assemblies  Inc. ,65-4137672,United States,component,29/06/2023,Şirket 2021'de denetlendi
1021,portal_v2,NorthGate Textiles SA,ES60227680G,España,rhine tooling ag,DE535425961,Germany,Raw Material,19/07/2023,Société certifiée ISO 9001
1022,portal_v2,Bluewater Manufacturing Srl,IT10862914220,Italy,Pacific  Weaving  S.L. ,ES36664405A,ES,raw material,12/01/2024,Duplicate of prior quarter submission
1023,portal_v2,"HIGHLAND TOOLING CO., LTD.",G9GDNTQUXZJWLN2EV6,China,SILVERLINE LEATHER S.L.,,ES,dyeing,03/07/2024,Fournisseur validé lors de l'audit 2022
1024,portal_v1,�,5797626609,Türkiye,Andean Components Lda.,PT761-747749,PT,Raw Material,2024-03-10,
1025,legacy_manual_import,Summit  Tooling  S.L. ,ES17820269F,España,DanubeP lastics S.A.,ES 39891810F,España,Raw Material,05-26-2024,
1026,portal_v2,IBERIAN MATERIALS AG,,Deutschland,"Millbrook Circiuts Co., Ltd.",G2WQHWTPM4R5ZZT4EZ,China,raw_material,14/01/2023,
1027,portal_v2,Alpine Plastics AŞ,0683495249,Türkiye,Copperfield Dyeworks Pvt Ltd,56IJOUL3230A1Z5,IN,component,15/06/2024,
1028,portal_v1,PREMIER COATINGS A.Ş.,4752892539,Türkiye,Highland Weaving A.Ş.,8152837670,Türkiye,dyeing,2025-08-28,
1029,portal_v1,NotrhGate Textiles S.A.,ES60227680G,Spain,"ANDEAN LEATHER CO., LTD.",DNCWF820JL0Q221BH9,China,dyeing,2024-04-26,
1030,portal_v2,Highland Plastics SpA,IT24406348066,Italy,REDSTONE CHEMICALS LDA.,,PT,raw_material,30/01/2022,
1031,portal_v2,CORNERSTONE FASTENERS S.A.,ES20546820H,Espagne,Stonebridge  Fasteners  Lda. ,PT485-627467,PT,component,31/05/2025,
1032,portal_v2,VANTAGE ALLOYS S.R.L.,IT12170074530,Italy,Global Yarns A.Ş.,9960677129,Türkiye,dyeing,12/01/2023,
1033,portal_v2,United Leather Sp z oo,,PL,Premier  Materials  Sp.  z  o.o. ,PL 5659235740,Poland,raw_material,18/09/2023,
1034,legacy_manual_import,HORIZON DYEWORKS A.Ş.,5797626609,TR,"Stonebridge Alloys Co, Ltd",1043205340,VN,materia prima,07-04-2023,
1035,portal_v2,"Meirdian Foundry Co., Ltd.",6936664761,VN,"Summit Machinery Co., Ltd.",02555543,Vietnam,materia prima,10/06/2023,Contact information outdated
1036,portal_v2,Anatolian Yarns Sp z oo,PL0677017673,Polska,alpine chemicals sarl,663846623328168,MA,RAW_MATERIAL,14/01/2023,Société certifiée ISO 9001
1037,portal_v1,NorthGate  Textiles  S.A. ,ES60227680G,España,ATLANTIC LOGISTICS S.R.L.,IT04077145284,IT,dyeing,2022-03-27,
1038,legacy_manual_import,HORIZON SOLUTIONS SP. Z O.O.,pl4837332964,PL,Vantage  Chemicals  SAS ,FR60661010435,France,Raw Material,10-30-2024,
1039,portal_v2,Rhine Tooling AG,DE535425961,DE,Silvreline Chemicals SAS,FR67254489366,France,logistics,10/04/2022,
1040,portal_v2,prime packaging sarl,FR39133626704,FR,SUNRISE COMPONENTS PVT. LTD.,60OBGEY5507A1Z5,India,materia prima,25/04/2022,
1041,portal_v2,Oakridge Plastics Pvt Ltd,,IN,Irongate Electronics Inc,17-8899452,US,logistics,15/09/2023,
1042,portal_v2,andean plastics s.r.l.,IT09674857331,Italia,Copperfield  Weaving  Pvt.  Ltd. ,45 UXLVQ3410A1Z5,India,dyeing,18/05/2023,Société certifiée ISO 9001
1043,portal_v2,"Andean Leather Co, Ltd",DNCWF820JL0Q221BH9,CN,Horizon Steel Lda.,PT702711595,PT,Raw Material,26/06/2025,Contrato renovado según acuerdo marco
1044,portal_v2,irongate alloys a.ş.,,Turkey,Royal Coatings S.L.,ES73413748E,Spain,RAW_MATERIAL,14/03/2025,
1045,portal_v2,Irognate Alloys A.Ş.,,Turkey,SILVERLINE POLYMERS SP. Z O.O.,PL7353-254094,Polska,logistics,10/05/2025,Backup supplier - low volume
1046,portal_v2,Alpine Coaitngs SARL,102439281045618,Morocco,Prime Industries B.V.,NL669375536B21,NL,subcontracted_labor,25/10/2024,Şirket 2021'de denetlendi
1047,portal_v2,HIGHLAND PLASTICS S.P.A.,IT2440634806,Italy,"united assemblies co., ltd.",,Vietnam,finishing,18/10/2024,
1048,portal_v2,Andean  Leather  Pvt.  Ltd. ,02HCGCH6332A1Z5,IN,SUMMIT LEATHER B.V.,NL516371548B32,Holland,raw_material,,Contact information outdated
1049,portal_v2,Pacific Metals Inc,11 -7347262,USA,Meridian  Industries  SAS ,FR10596861958,France,Raw Material,11/03/2024,Confirmación pendiente por parte del proveedor
1050,legacy_manual_import,PREMIER DYEWORKS A.Ş.,,Türkiye,RHINE FOUNDRY LTD.,GB430959230,UK,packaging,06-27-2024,Contrato renovado segÃºn acuerdo marco
1051,portal_v2,Southbay Logistics S.r.l.,IT40684690723,Italia,"Golden  Packaging  Co.,  Ltd. ",YMG5T5QGXJM11UYNRE,China,components,09/03/2024,Contact information outdated
1052,portal_v1,Anatolian Yarns Sp. z o.o.,PL0677017673,Polska,ALPINE CHEMICALS SARL,663846623328168,Maroc,dyeing,2025-06-20,
1053,portal_v2,Atlantic Trading B.V.,NL274449316B37,Holland,westport packaging ltd.,GB604944530,United Kingdom,Raw Material,29/10/2022,Şirket 2021'de denetlendi
1054,portal_v2,NorthGate Textiles S.A.,ES60227680G,Espagne,andean leather pvt. ltd.,02HCGCH6332A1Z5,India,logistics,29/08/2025,
1055,portal_v1,Summit  Tooling  S.L. ,ES17820269F,Spain,TBD,,Espagne,Raw Material,2022-05-04,
1056,legacy_manual_import,"Andean Leather C.o, Ltd.",DNCWF820JL0Q221BH9,CN,RHINE PACKAGING LDA.,PT928840726,PT,logistics,05-28-2024,Contact information outdated
1057,portal_v1,Andean Assemblies S.p.A.,IT38826320735,Italy,BALTIC METALS SARL,341339581700446,Maroc,component,2025-01-28,
1058,portal_v2,Oakridge  Fasteners  Lda. ,PT175750309,PT,Alpine Tradin gSARL,274958225941535,Morocco,RAW_MATERIAL,,
1059,portal_v2,Global  Ceramics  Sp.  z  o.o. ,PL5131340444,Poland,Danube Steel AŞ,,Turkey,component,31/01/2022,
1060,legacy_manual_import,VANTAGE ALLOYS S.R.L.,IT12170074530,Italy,Global  Yarns  A.Ş. ,990677129,Türkiye,RAW_MATERIAL,03-24-2025,
1061,portal_v2,Pacific Machinery Lda.,,Portugal,CORNERSTONE FOUNDRY S.R.L.,,IT,components,02/01/2024,
1062,portal_v2,iberian tooling s.r.l.,IT66369023642,Italia,continental group sarl,575538294401555,MA,component,26/05/2023,
1063,portal_v2,Meridian Fasteners Ltd.,,United Kingdom,Northgate Steel A.Ş.,6256180218,Turkey,component,01/09/2024,
1064,legacy_manual_import,Northgate Circuist Ltd.,GB715429489,UK,"Oakrideg Polymers Co., Ltd.",QATCNZKTQP0GYSSKQK,CN,packaging,,Confirmación pendiente por parte del proveedor
1065,portal_v2,Global Electronics SA,ES50165258A,ES,Silverline Componetns SAS,FR42403927449,France,raw material,21/10/2024,
1066,legacy_manual_import,Copperfield Dyeworks Pvt. Ltd.,56ijoul3230a1z5,IN,Alpine  Materials  Ltd. ,GB409940422,GB,Raw Material,05-01-2023,Confirmación pendiente por parte del proveedor
1067,portal_v2,Andean Plastics Srl,,IT,copperfield weaving pvt. ltd.,45UXLVQ3410A1Z5,IN,packaging,03/01/2022,
1068,portal_v2,Highland Plastics S.p.A.,IT 24406348066,Italy,Redstone Chemicals Lda,PT253396557,PT,finishing,25/02/2025,"Data provided via phone, not verified"
1069,portal_v2,Pacific Metals Inc,11-7347262,US,Millbrook Component sA.Ş.,,Türkiye,subcontracted_labor,14/10/2023,
1070,portal_v2,PACIFIC METALS INC.,11-347262,US,Meridian  Industries  SAS ,FR1059-6861958,France,raw_material,12/08/2023,Fournisseur validé lors de l'audit 2022
1071,portal_v2,Cpoperfield Metals A.Ş.,9918536797,Türkiye,Anatolian Materials A.Ş.,2337786746,Türkiye,components,18/07/2024,Backup supplier - low volume
1072,portal_v2,summit tooling s.l.,17820269F,ES,Irongate  Circuits  B.V. ,NL410656411B65,Netherlands,finishing,07/03/2023,
1073,portal_v2,Anatloian Yarns Sp. z o.o.,PL0677017673,Polska,Alpine  Chemicals  SARL ,663846623328168,Morocco,dyeing,06/10/2023,Contact information outdated
1074,portal_v1,Vantage Allosy SARL,193008687593586,Morocco,"Iberian  Assemblies  Co.,  Ltd. ",K54AWTVW783SWDM5XV,CN,dyeing,2023-11-13,
1075,portal_v1,oakridge logistics a.ş.,7963609841,TR,Prime  Packaging  SARL ,FR39133626704,FR,Raw Material,2025-08-31,
1076,portal_v1,Sunrise Leather SARL,F17861973435,FR,Irongate  Steel  AG ,DE851882729,Deutschland,materia prima,,
1077,portal_v2,Oakridge Fasteners Lda.,PT175750309,PT,Premier Coatings .AŞ.,,TR,packaging,02/09/2024,
1078,portal_v2,Rhine  Tooling  AG ,DE535425961,DE,silverline chemicals sas,FR67254489366,France,logistics,27/03/2024,
1079,portal_v2,ANATOLIAN METALS SARL,FR62182564559,FR,Global Metasl Inc.,07-8555313,United States,materia prima,27/01/2025,
1080,legacy_manual_import,Andean  Assemblies  S.p.A. ,IT38826320735,IT,pacific machinery lda.,PT721441525,PT,component,11-24-2023,
1081,portal_v1,Southbay Eelctronics S.A.,ES78333840D,Spain,Apex Coatings Lda,PT541466438,Portugal,subcontracted_labor,2023-08-09,
1082,portal_v1,Vantage Alloys SARL,,MA,silverline materials sas,FR18769608269,FR,dyeing,2025-01-23,
1083,portal_v2,"Highland Tooling Co., Ltd.",G9GDNTQUXZJWLN2EV6,China,Golden Chemicals SAS,FR27698351396,FR,logistics,08/03/2023,
1084,legacy_manual_import,Rhine Tooling AG,DE535425961,DE,highland machinery sarl,172575982337100,MA,raw material,09-28-2022,Contact information outdated
1085,portal_v1,Coppefrield Group S.L.,ES02793116B,Spain,bluewater steel s.p.a.,IT04283502536,Italia,materia prima,2025-03-05,
1086,portal_v1,Baltic  Foundry  B.V. ,NL127387209B07,Netherlands,southbay electronics s.a.,ES78333840D,Espagne,components,2024-09-30,
1087,portal_v2,Prime PolymersS .L.,ES49180374G,España,horizon components pvt. ltd.,,IN,subcontracted_labor,,
1088,portal_v2,Global  Electronics  S.A. ,ES50165258A,Spain,silverline components sas,FR42403927449,France,component,02/12/2024,Confirmación pendiente por parte del proveedor
1089,portal_v2,Alpine  Plastics  A.Ş. ,0683495249,Türkiye,copperfield dyeworks pvt. ltd.,,IN,logistics,23/09/2023,Backup supplier - low volume
1090,portal_v2,Rhine Packaging Lda,PT928840726,PT,Summit  Materials  Inc. ,91-9170792,United States,materia prima,04/01/2024,Şirket 2021'de denetlendi
1091,portal_v2,"ANDEAN LEATHER CO., LTD.",DNCWF820JL0Q221BH9,China,Lakeisde Materials Inc.,,US,raw_material,18/12/2022,
1092,portal_v2,Premier  Dyeworks  A.Ş. ,6954004320,TR,crestwood chemicals s.p.a.,IT41098499897,IT,dyeing,27/04/2022,Pending re-confirmation
1093,portal_v1,OAKRIDGE LOGISTICS A.Ş.,7963609841,Turkey,PrimeP ackaging SARL,FR39133626704,France,raw material,2024-02-17,
1094,legacy_manual_import,Rhine Tooling AG,DE535425961,DE,Pacific Coatings Ltd,GB202514640,GB,RAW_MATERIAL,06-03-2023,Backup supplier - low volume
1095,portal_v2,Continental Fastenesr SARL,524296237088409,Maroc,United Machinery Ltd.,GB286459114,GB,subcontracted_labor,28/08/2024,Şirket 2021'de denetlendi
1096,portal_v1,GlobalE lectronics S.A.,ES50165258A,ES,ANATOLIAN METALS SARL,FR62182564559,FR,logistics,2025-04-25,
1097,portal_v2,Bluewater Manufacturing S.r.l.,IT10862914220,Italia,"northgate polymers co., ltd.",0TNTW3356HT9DCDKZ7,CN,dyeing,27/01/2023,
1098,portal_v1,Summit Tooilng S.L.,,Spain,Danube Plastics S.A.,,España,finishing,2025-08-02,Société certifiée ISO 9001
1099,portal_v2,Horizon  Manufacturing  AG ,DE431839337,Germany,United Foundry Lda.,PT323269615,PT,RAW_MATERIAL,22/03/2022,Pending re-confirmation
1100,portal_v2,"Meridian Foundry Co, Ltd",6936664761,VN,Highland Steel Sp. z o.o.,PL7859126165,PL,components,23/04/2022,
1101,portal_v2,northgate textiles s.a.,ES60227680G,Spain,-,535425961,Germany,materia prima,19/06/2025,Contrato renovado según acuerdo marco
1102,portal_v2,GLOBAL ELECTRONICS S.A.,,Spain,anatolian metals sarl,FR62182564559,FR,finishing,09/10/2024,
1103,portal_v2,nordic materials gmbh,DE502141043,Deutschland,"Royal  Trading  Co.,  Ltd. ",7398432518,Vietnam,raw_material,05/12/2023,Société certifiée ISO 9001
1104,portal_v2,ALPINE MATERIALS LTD.,GB409940422,UK,"Prime Electronics Co, Ltd",VE8QMU72MHTLP9NJ96,China,dyeing,18/09/2024,
1105,portal_v1,"UNITED ASSEMBLIES CO., LTD.",6926242393,Vietnam,global circuits gmbh,DE720227574,Germany,component,2022-02-03,
1106,portal_v1,Westport Electronics SARL,394225258329500,MA,PACIFIC DYEWORKS B.V.,NL382948470B92,Holland,packaging,2024-10-12,Contact information outdated
1107,portal_v2,Meridian  Fasteners  Ltd. ,GB212776106,GB,Meridian Assebmlies Sp. z o.o.,PL3793702943,PL,raw_material,31/03/2024,Fornecedor homologado em 2023
1108,portal_v2,summit trading sarl,FR44034462491,FR,Copperfield Steel Lda,PT830235629,PT,RAW_MATERIAL,,Backup supplier - low volume
1109,portal_v2,Global Alloys SARL,FR02653954607,FR,Baltic Trading Ltd.,GB261367723,UK,packaging,16/07/2022,Duplicate of prior quarter submission
1110,portal_v2,Silvreline Chemicals SAS,FR67254489366,FR,"Lakeside Packaging oC., Ltd.",6606551693,Vietnam,packaging,,Backup supplier - low volume
1111,portal_v2,Rhine  Packaging  Lda. ,,PT,Summit Matreials Inc.,-9170792,US,components,17/06/2022,Şirket 2021'de denetlendi
1112,portal_v2,VANTAGE ALLOYS SARL,193008687593586,MA,Irongate Industries S.r.l.,IT62370499022,Italia,Raw Material,07/04/2024,
1113,portal_v2,ContinentalG roup SARL,575538294401555,Morocco,Oakirdge Packaging SAS,FR69577944501,France,subcontracted_labor,12/04/2024,segÃºn acuerdo
1114,portal_v2,Golden  Tooling  Sp.  z  o.o. ,,Polska,Nordci Materials GmbH,DE502141043,Deutschland,subcontracted_labor,01/06/2024,
1115,portal_v2,Andean Letaher Pvt. Ltd.,02HCGCH6332A1Z5,IN,summit leather b.v.,,NL,raw material,22/09/2024,
1116,portal_v2,Andean Assemblies .Sp.A.,IT38826320735,IT,pacific machinery lda.,PT316553290,Portugal,subcontracted_labor,25/07/2025,
1117,portal_v2,SOUTHBAY ELECTRONICS S.A.,,España,Bluewater Tooling Pvt Ltd,11OPZCC7788A1Z5,IN,packaging,30/11/2024,Confirmación pendiente por parte del proveedor
1118,portal_v2,Global  Metals  Inc. ,07-8555313,USA,northgate ceramics sarl,,MA,dyeing,09/02/2024,
1119,portal_v2,Horizon  Alloys  SARL ,381866192115924,Maroc,Lakeside Packgaing S.L.,ES61385815B,Spain,materia prima,20/04/2025,Backup supplier - low volume
1120,portal_v1,Golden  Tooling  Sp.  z  o.o. ,PL2144229485,Poland,Lkaeside Electronics SARL,FR82775299571,France,logistics,2024-06-12,Şirket 2021'de denetlendi
1121,legacy_manual_import,NorthGate Textiles S.A.,60227680G,Espagne,NORTHGATE MACHINERY LTD.,,GB,dyeing,12-02-2024,"Data provided via phone, not verified"
1122,legacy_manual_import,PACIFIC METALS INC.,11-7347262,USA,"Premier Metals Co., Ltd.",NWJ0XPEEVPEXGSBTWU,China,logistics,,
1123,portal_v1,Andean Letaher Pvt. Ltd.,,India,Baltic Chemicals B.V.,NL192147365B35,Holland,finishing,2024-05-08,Duplicate of prior quarter submission
1124,portal_v1,COPPERFIELD METALS A.Ş.,9918536797,TR,Pacfiic Weaving SAS,FR78660368846,FR,component,2024-05-09,
1125,portal_v2,Oakridge  Logistics  A.Ş. ,7963609841,Türkiye,Meridian  Weaving  Pvt.  Ltd. ,06VZKDB3713A1Z5,India,subcontracted_labor,10/01/2023,Duplicate of prior quarter submission
1126,portal_v1,Northgate Machinery Ldt.,GB144982519,GB,Permier Dyeworks A.Ş.,6954004320,TR,raw_material,2024-09-25,Fornecedor homologado em 2023
1127,portal_v2,Lakeside Indsutries Lda.,PT868765643,PT,bluewater trading inc.,93-9313119,USA,logistics,23/04/2024,
1128,legacy_manual_import,Eastfield  Alloys  GmbH ,DE413376973,Deutschland,"Westpor tIndustries Co., Ltd.",3529838408,VN,packaging,03-06-2024,
1129,portal_v2,Oakridge Logistics A.Ş.,7963609841,TR,Meridian Waeving Pvt. Ltd.,,IN,Raw Material,,
1130,portal_v2,Southbay  Logistics  S.r.l. ,IT40684690723,Italy,"GOLDEN PACKAGING CO., LTD.",YMG5T5QGXJM11UYNRE,China,materia prima,19/02/2023,Contact information outdated
1131,legacy_manual_import,Pacific Dyeworks B.V.,NL382948470B92,Holland,Lakeside  Industries  Lda. ,PT868765643,PT,dyeing,,
1132,portal_v2,Vantage Alloys SARL,193008687593586,MA,Silverline Materials SAS,,FR,Raw Material,23/01/2022,Fornecedor homologado em 2023
1133,portal_v2,andean leather pvt. ltd.,02HCGCH6332A1Z5,India,Vantage  Textiles  S.A. ,30633873E,ES,components,06/06/2025,Backup supplier - low volume
1134,portal_v2,"summit machinery co., ltd.",9402555543,Vietnam,highland fibers ltd.,GB289869081,GB,component,14/03/2022,
1135,portal_v2,Oakridge Fasteners Lda.,PT175750309,Portugal,Horizon Solutions Lda.,,PT,subcontracted_labor,08/07/2025,
1136,legacy_manual_import,Continental Textiles Pvt Ltd,29YKHST4465A1Z5,IN,global fasteners b.v.,,Holland,RAW_MATERIAL,08-24-2025,Backup supplier - low volume
1137,portal_v2,Anatolian Machienry A.Ş.,3715490387,Türkiye,Bluewater Dyweorks SAS,FR60253625246,France,packaging,19/10/2022,
1138,portal_v1,ANDEAN ASSEMBLIES S.P.A.,IT38826320735,Italy,Pacific Machinery Lda,,PT,finishing,2023-09-04,
1139,portal_v2,Rhine Packaging Lda,PT928840726,PT,Summit  Materials  Inc. ,91-9170792,United States,materia prima,04/01/2024,Şirket 2021'de denetlendi
1140,portal_v2,Cornerstone Alloys B.V.,NL683629854B33,Netherlands,united fasteners gmbh,DE265604717,Germany,packaging,05/04/2024,Fournisseur validé lors de l'audit 2022
1141,portal_v2,Bluewater Dyeworks SAS,FR60253625246,France,Redstone  Manufacturing  GmbH ,,Deutschland,component,29/12/2022,
1142,legacy_manual_import,Alpine Weaving SL,ES88454746C,Espagne,"Pacific Machinery Co.,L td.",,CN,finishing,12-11-2023,
1143,portal_v2,ANDEAN PLASTICS S.R.L.,IT09674857331,IT,Copperfield Weaving Pvt Ltd,45UXLVQ3410A1Z5,IN,packaging,,Contact information outdated
1144,portal_v2,Baltic Trading Ltd.,GB261367723,United Kingdom,Millbrook  Machinery  Lda. ,PT905520705,Portugal,Raw Material,17/09/2023,Société certifiée ISO 9001
1145,legacy_manual_import,IRONGATE ALLOYS A.Ş.,6888337780,TR,"Andean tSeel Co., Ltd.",CL12TKN77WAW76RRRX,CN,packaging,09-18-2024,
1146,portal_v2,EASTFIELD COMPONENTS SARL,FR58653776073,FR,Atlantic Textiles Pvt. Ltd.,54METII2553A1Z5,IN,components,,
1147,portal_v2,WESTPORT ELECTRONICS SARL,394225258329500,MA,Sunrise Leahter SARL,FR17861973435,FR,logistics,28/04/2024,"Data provided via phone, not verified"
1148,portal_v2,Rhine Tooling AG,DE535425961,Germany,baltic foundry b.v.,NL127387209B07,Holland,logistics,12/02/2022,Pending re-confirmation
1149,portal_v2,summit leather b.v.,NL516371548B32,NL,Vantage Circuits SpA,IT53333151593,Italy,finishing,08/04/2022,
1150,portal_v1,Horizon Dyeworks AŞ,5797626609,TR,"Stonebridge  Alloys  Co.,  Ltd. ",1043205340,Vietnam,logistics,2025-03-12,Confirmación pendiente por parte del proveedor
1151,legacy_manual_import,"UNITED ASSEMBLIES CO., LTD.",26242393,Vietnam,Anatolian Polymesr SARL,413403018954648,Morocco,packaging,02-09-2023,Pending re-confirmation
1152,legacy_manual_import,Pacific Machinery Lda,PT721441525,Portugal,CORNERSTONE FOUNDRY S.R.L.,,Italia,raw_material,11-04-2022,Fournisseur validé lors de l'audit 2022
1153,portal_v1,Northgate Circuits Ltd.,GB715429489,GB,"Stonebridge  Machinery  Co.,  Ltd. ",5P1Y30A5PDSXVR247B,China,raw material,2024-06-04,
1154,legacy_manual_import,Global  Alloys  SARL ,,France,Baltic Trading Ltd,GB261367723,UK,Raw Material,04-10-2025,Fornecedor homologado em 2023
1155,portal_v2,Golden  Tooling  Sp.  z  o.o. ,PL2144229485,PL,NORDIC MATERIALS GMBH,DE502141043,Germany,materia prima,26/03/2024,
1156,portal_v2,Danube  Tooling  S.r.l. ,IT40418653428,Italy,United Leather Sp z oo,PL0846433592,Polska,Raw Material,30/04/2022,
1157,legacy_manual_import,Prime Packaging SARL,FR39133626704,FR,Sunrise Components Pvt .Ltd.,60OBGEY5507A1Z5,IN,raw_material,09-29-2025,Société certifiée ISO 9001
1158,legacy_manual_import,Global Electronics S.A.,ES50165258A,Espagne,"REDSTONE PLASTICS CO., LTD.",2955705581,VN,logistics,,Şirket 2021'de denetlendi
1159,portal_v1,Horizon Manufactuirng AG,DE431839337,DE,UNITED FOUNDRY LDA.,PT323269615,Portugal,packaging,2022-03-19,
1160,portal_v1,Horizo nAlloys SARL,381866192115924,Morocco,NORTHGATE TRADING SARL,FR8176-7886857,FR,subcontracted_labor,2022-12-10,
1161,portal_v2,Westport  Trading  A.Ş. ,92 38434939,TR,HORIZON MACHINERY S.P.A.,93706601345,IT,materia prima,19/06/2024,Fournisseur validé lors de l'audit 2022
1162,portal_v2,COPPERFIELD METALS A.Ş.,9918536797,Türkiye,Westport Manufactuirng S.p.A.,IT14525569325,Italy,RAW_MATERIAL,27/08/2024,
1163,portal_v1,highland plastics s.p.a.,IT24406348066,Italia,"united assemblies co., ltd.",6926242393,Vietnam,Raw Material,2025-04-18,
1164,portal_v1,Northgate Machinery Ldt.,GB144982519,UK,Premier  Dyeworks  A.Ş. ,54004320,Türkiye,dyeing,2022-04-15,
1165,portal_v2,Bluewater Manufacturing S.r.l.,IT10862914220,Italy,Pcaific Weaving S.L.,ES36664405A,España,Raw Material,04/10/2024,
1166,legacy_manual_import,APEX INDUSTRIES A.Ş.,,Türkiye,Andean Components .BV.,NL029205177B36,Netherlands,raw_material,11-10-2023,"Data provided via phone, not verified"
1167,portal_v2,CONTINENTAL FASTENERS SARL,524296237088409,Maroc,andean plastics s.r.l.,IT09674857331,Italy,raw_material,08/04/2024,Şirket 2021'de denetlendi
1168,portal_v2,Westport Electronics SARL,394225258329500,Morocco,Copperfield  Fasteners  GmbH ,DE713595939,Deutschland,RAW_MATERIAL,25/02/2022,Société certifiée ISO 9001
1169,portal_v2,highland components sas,FR34285656538,France,continental packaging s.p.a.,IT26573980619,Italy,subcontracted_labor,23/05/2023,Confirmación pendiente por parte del proveedor
1170,portal_v2,crestwood metals sarl,976694569801375,Morocco,Horizon  Manufacturing  AG ,,Germany,subcontracted_labor,31/03/2022,"Data provided via phone, not verified"
1171,portal_v2,NORDIC MATERIALS GMBH,DE502141043,Deutschland,Northgate Tradnig S.A.,ES71132831E,Espagne,dyeing,17/05/2025,Fournisseur validé lors de l'audit 2022
1172,portal_v1,Alpine Plastics AŞ,0683495249,Türkiye,copperfield dyeworks pvt. ltd.,56IJOUL3230A1Z5,IN,RAW_MATERIAL,,
1173,legacy_manual_import,Anatolina Metals SARL,FR62182564559,FR,Horizon  Solutions  Sp.  z  o.o. ,PL4837332964,PL,subcontracted_labor,,
1174,portal_v1,Baltic Foundry BV,NL 127387209B07,Holland,Iberian  Materials  AG ,DE817466807,Deutschland,raw_material,2022-04-18,
1175,portal_v1,Pacific Metals Inc.,11-7347262,US,"premier metals co., ltd.",NWJ0XPEEVPEXGSBTWU,CN,logistics,2023-10-27,
1176,portal_v1,Northgate  Machinery  Ltd. ,GB144982519,GB,PREMIER DYEWORKS A.Ş.,6954004320,TR,Raw Material,2022-05-11,Société certifiée ISO 9001
1177,portal_v2,Premier  Coatings  A.Ş. ,4752892539,Türkiye,Highland  Weaving  A.Ş. ,8152837670,Turkey,dyeing,06/02/2024,Confirmación pendiente por parte del proveedor
1178,portal_v1,Crestwood Group Ltd,GB595122698,United Kingdom,redstone chemicals a.ş.,,Turkey,finishing,2023-02-12,Şirket 2021'de denetlendi
1179,legacy_manual_import,ANDEAN LEATHER PVT. LTD.,02HCGCH6332A1Z5,IN,SUMMIT LEATHER B.V.,NL516371548B32,Netherlands,logistics,07-26-2024,
1180,portal_v2,NorthGate Textiles S.A.,ES60227680G,Spain,highland plastics s.p.a.,IT24406348066,Italy,packaging,06/08/2023,Contact information outdated
