row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
1014,legacy_manual_import,E461,SUMMIT LEATHER B.V.,summit leather b v,,NL516371548B32,NL,E508,vantage circuits s.p.a.,vantage circuits s p a,,,IT,subcontracted_labor,2023-01-29,segÃºn acuerdo
1015,portal_v2,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing srl,,IT10862914220,IT,E329,"Northgate Polymers Co. ,Ltd.",northgate polymers,co ltd,0TNTW3356HT9DCDKZ7,CN,component,2022-12-25,Backup supplier - low volume
1016,portal_v1,E292,Meridian Fasteners Ltd.,meridian fasteners,ltd,GB212776106,GB,E289,Meridian Assebmlies Sp. z o.o.,meridian assemblies,sp z o o,PL3793702943,PL,raw_material,2025-05-15,Backup supplier - low volume
1017,portal_v2,E080,Baltic Foundry B.V.,baltic foundry b v,,NL127387209B07,NL,E505,"Vantage Chemicals Co, Ltd",vantage chemicalsc o,ltd,848MM2UGJMKQ90BK6N,CN,logistics,2023-05-28,Duplicate of prior quarter submission
1018,legacy_manual_import,E404,Rhine Tooling AG,rhine tooilng,ag,DE535425961,DE,E016,Alpine Coatings SARL,alpine coatings,sarl,,MA,logistics,2023-05-08,
1019,legacy_manual_import,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E397,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,,VN,raw_material,2024-11-27,
1020,portal_v2,E327,Northgate Machinery Ltd.,northgate machinery,ltd,GB144982519,,E343,OAKRIDGE ASSEMBLIES INC.,oakridge assemblies,inc,654137672,US,component,2023-06-29,Şirket 2021'de denetlendi
1021,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,sa,ES60227680G,ES,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,raw_material,2023-07-19,Société certifiée ISO 9001
1022,portal_v2,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing srl,,IT10862914220,IT,E370,Pacific Weaving S.L.,pacific weaving,s l,ES36664405A,ES,raw_material,2024-01-12,Duplicate of prior quarter submission
1023,portal_v2,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,,ES,dyeing,2024-07-03,Fournisseur validé lors de l'audit 2022
1024,portal_v1,E007,�,,,5797626609,TR,E043,Andean Components Lda.,andean components lda,,PT761747749,PT,raw_material,2024-03-10,
1025,legacy_manual_import,E470,Summit Tooling S.L.,summit tooling,s l,ES17820269F,ES,E165,danube plastics s.a.,danubep lastics,s a,ES39891810F,ES,raw_material,2024-05-26,
1026,portal_v2,E259,IBERIAN MATERIALS AG,iberian materials,ag,,,E305,"Millbrook Circuits Co., Ltd.",millbrook circiuts,co ltd,G2WQHWTPM4R5ZZT4EZ,CN,raw_material,2023-01-14,
1027,portal_v2,E021,Alpine Plastics A.Ş.,alpine plastics,as,0683495249,TR,E117,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,component,2024-06-15,
1028,portal_v1,E374,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,E221,highland weaving a.ş.,highland weaving,a s,8152837670,TR,dyeing,2025-08-28,
1029,portal_v1,E337,NorthGate Textiles S.A.,notrhgate textiles,s a,ES60227680G,ES,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,dyeing,2024-04-26,
1030,portal_v2,E213,Highland Plastics S.p.A.,highland plastics spa,,IT24406348066,IT,E390,Redstone Chemicals Lda.,redstone chemicals lda,,,PT,raw_material,2022-01-30,
1031,portal_v2,E140,CORNERSTONE FASTENERS S.A.,cornerstone fasteners,s a,ES20546820H,,E451,Stonebridge Fasteners Lda.,stonebridge fasteners lda,,PT485627467,PT,component,2025-05-31,
1032,portal_v2,E502,VANTAGE ALLOYS S.R.L.,vantage alloys s r l,,IT12170074530,IT,E196,GLOBAL YARNS A.Ş.,global yarns,a s,9960677129,TR,dyeing,2023-01-12,
1033,portal_v2,E495,UNITED LEATHER SP. Z O.O.,united leather,sp z oo,,PL,E378,premier materials sp. z o.o.,premier materials,sp z o o,PL5659235740,PL,raw_material,2023-09-18,
1034,legacy_manual_import,E227,Horizon Dyeworks AŞ,horizon dyeworks,a s,5797626609,TR,E450,"Stonebridge Alloys Co, Ltd",stonebridge alloys,co ltd,1043205340,VN,materia_prima,2023-04-07,
1035,portal_v2,E295,"Meridian Foundry Co., Ltd.",meirdian foundry,co ltd,6936664761,VN,E463,"Summit Machinery Co., Ltd.",summit machinery,co ltd,02555543,VN,materia_prima,2023-06-10,Contact information outdated
1036,portal_v2,E035,Anatolian Yarns Sp. z o.o.,anatolian yarns,sp z oo,PL0677017673,,E014,Alpine Chemicals SARL,alpine chemicals,sarl,663846623328168,MA,raw_material,2023-01-14,Société certifiée ISO 9001
1037,portal_v1,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,dyeing,2022-03-27,
1038,legacy_manual_import,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z o o,PL4837332964,PL,E506,Vantage Chemicals SAS,vantage chemicals sas,,FR60661010435,FR,raw_material,2024-10-30,
1039,portal_v2,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,E421,Silverline Chemicals SAS,silvreline chemicals sas,,FR67254489366,FR,logistics,2022-04-10,
1040,portal_v2,E383,prime packaging sarl,prime packaging,sarl,FR39133626704,FR,E475,Sunrise Components Pvt .Ltd.,sunrise components,pvt ltd,60OBGEY5507A1Z5,IN,materia_prima,2022-04-25,
1041,portal_v2,E353,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,,IN,E271,Irongate Electronics Inc.,irongate electronics,inc,178899452,US,logistics,2023-09-15,
1042,portal_v2,E049,andean plastics s.r.l.,andean plastics s r l,,IT09674857331,,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,45UXLVQ3410A1Z5,IN,dyeing,2023-05-18,Société certifiée ISO 9001
1043,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E243,Horizon Steel Lda.,horizon steel lda,,PT702711595,PT,raw_material,2025-06-26,Contrato renovado según acuerdo marco
1044,portal_v2,E267,Irongate Alloys A.Ş.,irongate alloys,a s,,TR,E412,Royal Coatings S.L.,royal coatings,s l,ES73413748E,ES,raw_material,2025-03-14,
1045,portal_v2,E267,Irongate Alloys A.Ş.,irognate alloys,a s,,TR,E433,Silverline Polymers Sp z oo,silverline polymers,sp z o o,PL7353254094,,logistics,2025-05-10,Backup supplier - low volume
1046,portal_v2,E016,Alpine Coatings SARL,alpine coaitngs,sarl,102439281045618,MA,E382,Prime Industries B.V.,prime industries b v,,NL669375536B21,NL,subcontracted_labor,2024-10-25,Şirket 2021'de denetlendi
1047,portal_v2,E213,Highland Plastics S.p.A.,highland plastics s p a,,IT2440634806,IT,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,,VN,finishing,2024-10-18,
1048,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E462,SUMMIT LEATHER B.V.,summit leather b v,,NL516371548B32,,raw_material,,Contact information outdated
1049,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E298,Meridian Industries SAS,meridian industries sas,,FR10596861958,FR,raw_material,2024-03-11,Confirmación pendiente por parte del proveedor
1050,legacy_manual_import,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,,TR,E401,Rhine Foundry Ltd.,rhine foundry,ltd,GB430959230,,packaging,2024-06-27,Contrato renovado segÃºn acuerdo marco
1051,portal_v2,E435,Southbay Logistics S.r.l.,southbay logistics s r l,,IT40684690723,,E201,"Golden Packaging Co., Ltd.",golden packaging,co ltd,YMG5T5QGXJM11UYNRE,CN,components,2024-03-09,Contact information outdated
1052,portal_v1,E035,Anatolian Yarns Sp. z o.o.,anatolian yarns,sp z o o,PL0677017673,,E014,Alpine Chemicals SARL,alpine chemicals,sarl,663846623328168,MA,dyeing,2025-06-20,
1053,portal_v2,E074,Atlantic Trading BV,atlantic trading b v,,NL274449316B37,,E525,Westport Packaging Ltd.,westport packaging,ltd,GB604944530,GB,raw_material,2022-10-29,Şirket 2021'de denetlendi
1054,portal_v2,E336,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,logistics,2025-08-29,
1055,portal_v1,E470,Summit Tooling S.L.,summit tooling,s l,ES17820269F,ES,E484,TBD,tbd,,,,raw_material,2022-05-04,
1056,legacy_manual_import,E046,"Andean Leather Co., Ltd.",andean leather c o,ltd,DNCWF820JL0Q221BH9,CN,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,logistics,2024-05-28,Contact information outdated
1057,portal_v1,E039,Andean Assemblies .Sp.A.,andean assemblies s p a,,IT38826320735,IT,E083,BALTIC METALS SARL,baltic metals,sarl,341339581700446,MA,component,2025-01-28,
1058,portal_v2,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E022,Alpine Tradin gSARL,alpine tradin gsarl,,274958225941535,MA,raw_material,,
1059,portal_v2,E182,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,PL,E168,Danube Steel A.Ş.,danube steel,as,,TR,component,2022-01-31,
1060,legacy_manual_import,E502,VANTAGE ALLOYS S.R.L.,vantage alloys s r l,,IT12170074530,IT,E197,Global Yarns A.Ş.,global yarns,a s,990677129,TR,raw_material,2025-03-24,
1061,portal_v2,E368,pacific machinery lda.,pacific machinery lda,,,PT,E142,cornerstone foundry s.r.l.,cornerstone foundry s r l,,,IT,components,2024-01-02,
1062,portal_v2,E265,iberian tooling s.r.l.,iberian tooling s r l,,IT66369023642,,E105,continental group sarl,continental group,sarl,575538294401555,MA,component,2023-05-26,
1063,portal_v2,E292,Meridian Fasteners Ltd.,meridian fasteners,ltd,,GB,E334,Northgate Stele A.Ş.,northgate steel,a s,6256180218,TR,component,2024-09-01,
1064,legacy_manual_import,E325,Northgate Circuits Ltd.,northgate circuist,ltd,GB715429489,,E354,"Oakridge Polymers Co., Ltd.",oakrideg polymers,co ltd,QATCNZKTQP0GYSSKQK,CN,packaging,,Confirmación pendiente por parte del proveedor
1065,portal_v2,E189,Global Electronics S.A.,global electronics,sa,ES50165258A,ES,E422,Silverline Componetns SAS,silverline componetns sas,,FR42403927449,FR,raw_material,2024-10-21,
1066,legacy_manual_import,E117,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,E018,Alpine Materials Ltd.,alpine materials,ltd,GB409940422,GB,raw_material,2023-01-05,Confirmación pendiente por parte del proveedor
1067,portal_v2,E050,Andean Plastics Srl,andean plastics srl,,,IT,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,45UXLVQ3410A1Z5,IN,packaging,2022-01-03,
1068,portal_v2,E213,Highland Plastics S.p.A.,highland plastics s p a,,IT24406348066,IT,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,finishing,2025-02-25,"Data provided via phone, not verified"
1069,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E306,Millbrook Components A.Ş.,millbrook component sa s,,,TR,subcontracted_labor,2023-10-14,
1070,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,11347262,US,E298,Meridian Industries SAS,meridian industries sas,,FR10596861958,FR,raw_material,2023-08-12,Fournisseur validé lors de l'audit 2022
1071,portal_v2,E145,Cpoperfield Metals A.Ş.,cpoperfield metals,a s,9918536797,TR,E031,Anatolian Materials A.Ş.,anatolian materials,a s,2337786746,TR,components,2024-07-18,Backup supplier - low volume
1072,portal_v2,E472,summit tooling s.l.,summit tooling,s l,17820269F,ES,E270,irongate circuits b.v.,irongate circuits b v,,NL410656411B65,NL,finishing,2023-03-07,
1073,portal_v2,E035,Anatolian Yarns Sp. z o.o.,anatloian yarns,sp z o o,PL0677017673,,E014,Alpine Chemicals SARL,alpine chemicals,sarl,663846623328168,MA,dyeing,2023-10-06,Contact information outdated
1074,portal_v1,E501,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E245,"Iberian Assemblies Co., Ltd.",iberian assemblies,co ltd,K54AWTVW783SWDM5XV,CN,dyeing,2023-11-13,
1075,portal_v1,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E383,prime packaging sarl,prime packaging,sarl,FR39133626704,FR,raw_material,2025-08-31,
1076,portal_v1,E478,Sunrise Leather SARL,sunrise leather,sarl,F17861973435,FR,E278,Irongate Steel AG,irongate steel,ag,DE851882729,,materia_prima,,
1077,portal_v2,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E374,PREMIER COATINGS A.Ş.,premier coatings,as,,TR,packaging,2024-09-02,
1078,portal_v2,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,E421,Silverline Chemicals SAS,silverline chemicals sas,,FR67254489366,FR,logistics,2024-03-27,
1079,portal_v2,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,E194,Global Metals Inc.,global metasl,inc,078555313,US,materia_prima,2025-01-27,
1080,legacy_manual_import,E039,Andean Assemblies .Sp.A.,andean assemblies s p a,,IT38826320735,IT,E368,pacific machinery lda.,pacific machinery lda,,PT721441525,PT,component,2023-11-24,
1081,portal_v1,E440,southbay electronics s.a.,southbay eelctronics,s a,ES78333840D,ES,E059,Apex Coatings Lda,apex coatings lda,,PT541466438,PT,subcontracted_labor,2023-08-09,
1082,portal_v1,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,,MA,E430,Silverline Materials SAS,silverline materials sas,,FR18769608269,FR,dyeing,2025-01-23,
1083,portal_v2,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E200,Golden Chemicals SAS,golden chemicals sas,,FR27698351396,FR,logistics,2023-03-08,
1084,legacy_manual_import,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,E212,Highland Mcahinery SARL,highland machinery,sarl,172575982337100,MA,raw_material,2022-09-28,Contact information outdated
1085,portal_v1,E124,Copperfield Group S.L.,coppefrield group,s l,ES02793116B,ES,E096,bluewater steel s.p.a.,bluewater steel s p a,,IT04283502536,,materia_prima,2025-03-05,
1086,portal_v1,E080,Baltic Foundry B.V.,baltic foundry b v,,NL127387209B07,NL,E439,southbay electronics s.a.,southbay electronics,s a,ES78333840D,,components,2024-09-30,
1087,portal_v2,E385,Prime Polymers S.L.,prime polymerss l,,ES49180374G,ES,E225,horizon components pvt. ltd.,horizon components,pvt ltd,,IN,subcontracted_labor,,
1088,portal_v2,E189,Global Electronics S.A.,global electronics,s a,ES50165258A,ES,E422,Silverline Componetns SAS,silverline components sas,,FR42403927449,FR,component,2024-12-02,Confirmación pendiente por parte del proveedor
1089,portal_v2,E021,Alpine Plastics A.Ş.,alpine plastics,a s,0683495249,TR,E117,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,,IN,logistics,2023-09-23,Backup supplier - low volume
1090,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E464,Summit Materials Inc.,summit materials,inc,919170792,US,materia_prima,2024-01-04,Şirket 2021'de denetlendi
1091,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E283,lakeside materials inc.,lakeisde materials,inc,,US,raw_material,2022-12-18,
1092,portal_v2,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,E149,crestwood chemicals s.p.a.,crestwood chemicals s p a,,IT41098499897,IT,dyeing,2022-04-27,Pending re-confirmation
1093,portal_v1,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E383,prime packaging sarl,primep ackaging,sarl,FR39133626704,FR,raw_material,2024-02-17,
1094,legacy_manual_import,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,E361,Pacific Coatings Ltd,pacific coatings,ltd,GB202514640,GB,raw_material,2023-03-06,Backup supplier - low volume
1095,portal_v2,E104,Continental Fasteners SARL,continental fastenesr,sarl,524296237088409,MA,E497,United Machinery tLd.,united machinery,ltd,GB286459114,GB,subcontracted_labor,2024-08-28,Şirket 2021'de denetlendi
1096,portal_v1,E198,GlobalE lectronics S.A.,globale lectronics,s a,ES50165258A,ES,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,logistics,2025-04-25,
1097,portal_v2,E094,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,,E329,"Northgate Polymers Co. ,Ltd.",northgate polymers,co ltd,0TNTW3356HT9DCDKZ7,CN,dyeing,2023-01-27,
1098,portal_v1,E470,Summit Tooling S.L.,summit tooilng,s l,,ES,E165,danube plastics s.a.,danube plastics,s a,,ES,finishing,2025-08-02,Société certifiée ISO 9001
1099,portal_v2,E232,Horizon Manufacturing AG,horizon manufacturing,ag,DE431839337,DE,E492,UNITED FOUNDRY LDA.,united foundry lda,,PT323269615,PT,raw_material,2022-03-22,Pending re-confirmation
1100,portal_v2,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E218,Highland Steel Sp. z o.o.,highland steel,sp z o o,PL7859126165,PL,components,2022-04-23,
1101,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E008,-,,,535425961,DE,materia_prima,2025-06-19,Contrato renovado según acuerdo marco
1102,portal_v2,E189,Global Electronics S.A.,global electronics,s a,,ES,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,finishing,2024-10-09,
1103,portal_v2,E313,Nordci Materials GmbH,nordic materials,gmbh,DE502141043,,E418,"Royal Trading Co., Ltd.",royal trading,co ltd,7398432518,VN,raw_material,2023-12-05,Société certifiée ISO 9001
1104,portal_v2,E019,alpine materials ltd.,alpine materials,ltd,GB409940422,,E381,"Prime Electronics Co, Ltd",prime electronics,co ltd,VE8QMU72MHTLP9NJ96,CN,dyeing,2024-09-18,
1105,portal_v1,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E187,Global Circuits GbmH,global circuits,gmbh,DE720227574,DE,component,2022-02-03,
1106,portal_v1,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E365,Pacific Dyeworks B.V.,pacific dyeworks b v,,NL382948470B92,,packaging,2024-10-12,Contact information outdated
1107,portal_v2,E292,Meridian Fasteners Ltd.,meridian fasteners,ltd,GB212776106,GB,E289,Meridian Assebmlies Sp. z o.o.,meridian assebmlies,sp z o o,PL3793702943,PL,raw_material,2024-03-31,Fornecedor homologado em 2023
1108,portal_v2,E473,Summit Trading SARL,summit trading,sarl,FR44034462491,FR,E130,Copperfield Steel Lda.,copperfield steel lda,,PT830235629,PT,raw_material,,Backup supplier - low volume
1109,portal_v2,E183,Global Alloys SARL,global alloys,sarl,FR02653954607,FR,E084,Baltic Trading Ltd.,baltic trading,ltd,GB261367723,,packaging,2022-07-16,Duplicate of prior quarter submission
1110,portal_v2,E421,Silverline Chemicals SAS,silvreline chemicals sas,,FR67254489366,FR,E285,"Lakeside Packaging Co., Ltd.",lakeside packaging oc,ltd,6606551693,VN,packaging,,Backup supplier - low volume
1111,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,,PT,E465,Summit Matreials Inc.,summit matreials,inc,9170792,US,components,2022-06-17,Şirket 2021'de denetlendi
1112,portal_v2,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E273,Irongate Industries S.r.l.,irongate industries s r l,,IT62370499022,,raw_material,2024-04-07,
1113,portal_v2,E105,continental group sarl,continentalg roup,sarl,575538294401555,MA,E352,OAKRIDGE PACKAGING SAS,oakirdge packaging sas,,FR69577944501,FR,subcontracted_labor,2024-04-12,segÃºn acuerdo
1114,portal_v2,E205,golden tooling sp. z o.o.,golden tooling,sp z o o,,,E313,Nordci Materials GmbH,nordci materials,gmbh,DE502141043,,subcontracted_labor,2024-06-01,
1115,portal_v2,E045,andean leather pvt. ltd.,andean letaher,pvt ltd,02HCGCH6332A1Z5,IN,E461,SUMMIT LEATHER B.V.,summit leather b v,,,NL,raw_material,2024-09-22,
1116,portal_v2,E039,Andean Assemblies .Sp.A.,andean assemblies sp a,,IT38826320735,IT,E368,pacific machinery lda.,pacific machinery lda,,PT316553290,PT,subcontracted_labor,2025-07-25,
1117,portal_v2,E440,southbay electronics s.a.,southbay electronics,s a,,ES,E098,Bluewater Tooling Pvt. Ltd.,bluewater tooling,pvt ltd,11OPZCC7788A1Z5,IN,packaging,2024-11-30,Confirmación pendiente por parte del proveedor
1118,portal_v2,E194,Global Metals Inc.,global metals,inc,078555313,US,E323,Northgate Ceramics SARL,northgate ceramics,sarl,,MA,dyeing,2024-02-09,
1119,portal_v2,E224,Horizon Alloys SARL,horizon alloys,sarl,381866192115924,MA,E287,Lakeside Packgaing S.L.,lakeside packgaing,s l,ES61385815B,ES,materia_prima,2025-04-20,Backup supplier - low volume
1120,portal_v1,E204,Golden Tooling Sp. z o.o.,golden tooling,sp z o o,PL2144229485,PL,E288,Lkaeside Electronics SARL,lkaeside electronics,sarl,FR82775299571,FR,logistics,2024-06-12,Şirket 2021'de denetlendi
1121,legacy_manual_import,E339,NorthGate Textiles S.A.,northgate textiles,s a,60227680G,,E328,Northgate Machinery Ldt.,northgate machinery,ltd,,GB,dyeing,2024-02-12,"Data provided via phone, not verified"
1122,legacy_manual_import,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E379,"Premier Metals Co, Ltd",premier metals,co ltd,NWJ0XPEEVPEXGSBTWU,CN,logistics,,
1123,portal_v1,E045,andean leather pvt. ltd.,andean letaher,pvt ltd,,IN,E077,baltic chemicals b.v.,baltic chemicals b v,,NL192147365B35,,finishing,2024-05-08,Duplicate of prior quarter submission
1124,portal_v1,E127,Copperfield Metals A.Ş.,copperfield metals,a s,9918536797,TR,E360,Pacfiic Weaving SAS,pacfiic weaving sas,,FR78660368846,FR,component,2024-05-09,
1125,portal_v2,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E300,Meridian Weaving Pvt. Ltd.,meridian weaving,pvt ltd,06VZKDB3713A1Z5,IN,subcontracted_labor,2023-01-10,Duplicate of prior quarter submission
1126,portal_v1,E328,Northgate Machinery Ldt.,northgate machinery ldt,,GB144982519,GB,E373,Permier Dyeworks A.Ş.,permier dyeworks,a s,6954004320,TR,raw_material,2024-09-25,Fornecedor homologado em 2023
1127,portal_v2,E282,LAKESIDE INDUSTRIES LDA.,lakeside indsutries lda,,PT868765643,PT,E099,bluewater trading inc.,bluewater trading,inc,939313119,US,logistics,2024-04-23,
1128,legacy_manual_import,E171,eastfield alloys gmbh,eastfield alloys,gmbh,DE413376973,,E518,"westport industries co., ltd.",westpor tindustries,co ltd,3529838408,VN,packaging,2024-06-03,
1129,portal_v2,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E299,Meridian Waeving Pvt. Ltd.,meridian waeving,pvt ltd,,IN,raw_material,,
1130,portal_v2,E446,Southbay Logistics S.r.l.,southbay logistics s r l,,IT40684690723,IT,E201,"Golden Packaging Co., Ltd.",golden packaging,co ltd,YMG5T5QGXJM11UYNRE,CN,materia_prima,2023-02-19,Contact information outdated
1131,legacy_manual_import,E365,Pacific Dyeworks B.V.,pacific dyeworks b v,,NL382948470B92,,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,PT868765643,PT,dyeing,,
1132,portal_v2,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E430,Silverline Materials SAS,silverline materials sas,,,FR,raw_material,2022-01-23,Fornecedor homologado em 2023
1133,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E514,VANTAGE TEXTILES S.A.,vantage textiles,s a,30633873E,ES,components,2025-06-06,Backup supplier - low volume
1134,portal_v2,E463,"Summit Machinery Co., Ltd.",summit machinery,co ltd,9402555543,VN,E208,Hihgland Fibers Ltd.,highland fibers,ltd,GB289869081,GB,component,2022-03-14,
1135,portal_v2,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E242,Horizon Solutions Lda.,horizon solutions lda,,,PT,subcontracted_labor,2025-07-08,
1136,legacy_manual_import,E109,Contienntal Textiles Pvt. Ltd.,continental textiles,pvt ltd,29YKHST4465A1Z5,IN,E193,global fasteners b.v.,global fasteners b v,,,,raw_material,2025-08-24,Backup supplier - low volume
1137,portal_v2,E030,Anatolian Machinery A.Ş.,anatolian machienry,a s,3715490387,TR,E090,Bluewater Dyeworks SAS,bluewater dyweorks sas,,FR60253625246,FR,packaging,2022-10-19,
1138,portal_v1,E039,Andean Assemblies .Sp.A.,andean assemblies s p a,,IT38826320735,IT,E368,pacific machinery lda.,pacific machinery lda,,,PT,finishing,2023-09-04,
1139,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E464,Summit Materials Inc.,summit materials,inc,919170792,US,materia_prima,2024-01-04,Şirket 2021'de denetlendi
1140,portal_v2,E133,Cornerstone Alloys B.V.,cornerstone alloys b v,,NL683629854B33,NL,E490,united fasteners gmbh,united fasteners,gmbh,DE265604717,DE,packaging,2024-04-05,Fournisseur validé lors de l'audit 2022
1141,portal_v2,E090,Bluewater Dyeworks SAS,bluewater dyeworks sas,,FR60253625246,FR,E396,Redstone Manufacturing GmbH,redstone manufacturing,gmbh,,,component,2022-12-29,
1142,legacy_manual_import,E024,Alpine Weaving S.L.,alpine weaving,sl,ES88454746C,,E367,"Pacific Machinery Co., Ltd.",pacific machinery co l td,,,CN,finishing,2023-11-12,
1143,portal_v2,E048,andean plastics s.r.l.,andean plastics s r l,,IT09674857331,IT,E131,copperfield weaving pvt. ltd.,copperfield weaving,pvt ltd,45UXLVQ3410A1Z5,IN,packaging,,Contact information outdated
1144,portal_v2,E086,Baltic Trading Ltd.,baltic trading,ltd,GB261367723,GB,E308,Millbrook Machinery Lda.,millbrook machinery lda,,PT905520705,PT,raw_material,2023-09-17,Société certifiée ISO 9001
1145,legacy_manual_import,E267,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,E051,"ANDEAN STEEL CO., LTD.",andean tseel,co ltd,CL12TKN77WAW76RRRX,CN,packaging,2024-09-18,
1146,portal_v2,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,E073,Atlantic Textiles Pvt. Ltd.,atlantic textiles,pvt ltd,54METII2553A1Z5,IN,components,,
1147,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E478,Sunrise Leather SARL,sunrise leahter,sarl,FR17861973435,FR,logistics,2024-04-28,"Data provided via phone, not verified"
1148,portal_v2,E404,Rhine Tooling AG,rhine tooling,ag,DE535425961,DE,E079,baltic foundry b.v.,baltic foundry b v,,NL127387209B07,,logistics,2022-02-12,Pending re-confirmation
1149,portal_v2,E461,SUMMIT LEATHER B.V.,summit leather b v,,NL516371548B32,NL,E508,vantage circuits s.p.a.,vantage circuits spa,,IT53333151593,IT,finishing,2022-04-08,
